angle	VV	VH	HV	HH
26.8	-38.48413950684679	-71.68137208066054	-71.68155090981574	-44.66864126740944
26.9	-37.98860016833545	-72.1975564835034	-72.19771701862609	-42.03083735794588
27	-38.28775089230172	-71.23626432370881	-71.23640379905845	-40.42137766263732
27.1	-39.62947687273164	-71.30623029487361	-71.30636024485494	-39.98684764021539
27.2	-42.48726667712007	-71.96624083865967	-71.96641008694964	-40.30655192055352
27.3	-46.33707923717631	-71.339800798337	-71.33994150678363	-41.6083175234709
27.4	-46.85532592275685	-70.85460977522361	-70.8547688923868	-43.66877980828108
27.5	-43.98401040118954	-69.72301721856402	-69.72317518212128	-43.75850374649428
27.6	-41.82311876367538	-70.71088146832278	-70.71101446756147	-42.14635397726767
27.7	-41.482072725449	-72.21316676204299	-72.21328224917625	-40.32371996935267
27.8	-42.14451845281886	-70.45917513352302	-70.45929391223279	-39.34616539642293
27.9	-44.2310902126815	-69.53818107183463	-69.53831629139184	-39.08055130630025
28	-47.79162102160949	-70.96209736279157	-70.96231290295664	-39.80658619761366
28.1	-53.61318538159189	-70.54161621774989	-70.54185887639626	-41.56108090979876
28.2	-52.35468099950403	-71.66733232042824	-71.66755471563641	-43.54123887705374
28.3	-48.27302574307556	-73.10529789238964	-73.10553454655417	-43.88603564688814
28.4	-45.0835534933107	-71.98115230282887	-71.98137673583423	-41.73651729437059
28.5	-43.67598271185716	-71.25732003708627	-71.25751979809908	-39.49330733827508
28.6	-43.54044167356948	-71.43350681775912	-71.43369426547368	-38.22225901295336
28.7	-44.06487597106989	-71.38593627995488	-71.3861520515451	-38.0574977703455
28.8	-45.43521476450036	-72.51975074857317	-72.52000365507121	-38.784509476828
28.9	-48.4911653777831	-70.12028154691164	-70.12043907693999	-40.57226872947622
29	-52.52084358525821	-71.62298183544839	-71.62311338921617	-42.37148264486339
29.1	-56.88457222495244	-72.65699808242415	-72.65708239291337	-43.31170566050081
29.2	-51.79000784227603	-72.61439970052368	-72.61450304594048	-41.91834940735663
29.3	-47.74340767555802	-71.82952117839973	-71.82968256079937	-40.3750657240806
29.4	-45.49485536680659	-70.0950111888873	-70.09522413559571	-39.24429789709579
29.5	-44.27321165282707	-71.24098603149589	-71.24124150123072	-39.20309016524742
29.6	-44.33085702869611	-72.15456712472945	-72.15481529414498	-40.35934553061766
29.7	-45.61138770806338	-71.22874908762108	-71.22886755682151	-42.76540496209658
29.8	-47.84683483020323	-71.42017473678284	-71.420187749802	-45.57937346079819
29.9	-50.58702940849236	-70.55554131132925	-70.5555668426837	-46.05442097716807
30	-49.77753175709803	-70.80043077003148	-70.80045667968682	-43.31949874048588
30.1	-46.08415019637575	-72.09472562921185	-72.09474141063583	-40.87806209907538
30.2	-43.3578143237315	-71.59863019484469	-71.59871591356718	-39.9184485743392
30.3	-41.63555233764853	-72.87845644992557	-72.87866231518348	-39.78838587464121
30.4	-41.05627970398334	-72.42683864588632	-72.42704961567485	-40.72367570683343
30.5	-41.44814703764281	-69.76484780436678	-69.76504873694356	-42.96356173383732
30.6	-42.81043659923048	-69.86093625978866	-69.86114852602977	-46.46402736369435
30.7	-45.09300763988791	-69.56864034054063	-69.56882987931645	-48.87542752120633
30.8	-47.02316474705098	-71.51954043861502	-71.51971702046838	-47.07945288487781
30.9	-46.6014811477789	-71.62180565700231	-71.62197418355146	-44.62009473249751
31	-44.26322800577402	-71.69130383508059	-71.69144015254666	-42.94856199691531
31.1	-41.96061383134908	-70.57791798123741	-70.5780102447933	-42.47688849720798
31.2	-41.3189581880868	-69.89178028252586	-69.89186861412969	-43.59040590507419
31.3	-41.18341368622458	-69.73255567944589	-69.73269800788859	-45.60744127183268
31.4	-41.90230966690643	-70.36134221257899	-70.36157480687743	-49.51144264708694
31.5	-43.27264415620764	-71.45846648274683	-71.45873288243408	-55.30020856240331
31.6	-45.0654352466833	-71.27333541081866	-71.27354018596897	-53.92615601103512
31.7	-44.86678029181795	-72.15735701103239	-72.15760522037984	-49.22785680562689
31.8	-42.94606026405225	-73.93205571411887	-73.93227740111652	-46.26803552901173
31.9	-41.26055129284052	-72.94966985459143	-72.94984876971984	-45.05250130997634
32	-40.20633000024656	-71.16324764527049	-71.16342041021289	-44.76970335192254
32.1	-40.27298401810063	-71.99563882434167	-71.99589409190145	-45.49283977557209
32.2	-41.36135773273858	-71.9663511477744	-71.96658455355715	-47.50137965302799
32.3	-43.01424437897306	-70.54761969715547	-70.54777470146308	-50.52663787648285
32.4	-45.25334443580824	-70.91657764488738	-70.91670907106744	-55.4528141960428
32.5	-47.66461012004064	-72.29071953539463	-72.29088550770862	-56.71530828269002
32.6	-45.0874664691156	-70.15299844060839	-70.15312543320834	-51.16305469264802
32.7	-42.83800649388229	-70.8274711693882	-70.82760724208495	-47.91767742539619
32.8	-41.15383138353224	-69.33749266866359	-69.33761101330181	-45.65273581653896
32.9	-40.93451346064882	-70.16915551279121	-70.16937992888762	-44.89237449275806
33	-41.31465990855781	-70.06017368806064	-70.06038684637826	-44.75561490893936
33.1	-42.48453942234315	-72.49788454207304	-72.49812085233572	-45.43700396855293
33.2	-45.11842545963741	-71.2920430814255	-71.29217805384202	-47.35738258485683
33.3	-47.9042946892997	-71.58596151812267	-71.58608146674331	-49.97281039839501
33.4	-47.58937154690207	-72.81098424413781	-72.81118899290696	-51.54107776525613
33.5	-45.39575817288218	-72.28315521399141	-72.28335310995148	-49.42220067197169
33.6	-43.43648777817533	-71.75792509822369	-71.758201869728	-46.78003198920396
33.7	-42.31471493796651	-70.3065526156317	-70.30678494126873	-44.47740588515529
33.8	-42.5493868560858	-71.01159338746204	-71.01181320986312	-43.50700155596358
33.9	-43.26532200807532	-70.30008631051111	-70.3002694346319	-43.24528564171607
34	-45.38828270118933	-71.49678022643893	-71.49694741797511	-44.10231195323722
34.1	-49.67113811660829	-73.32803607923432	-73.32830976107471	-46.06076492332491
34.2	-53.28391099788846	-72.72946176722414	-72.72979116500817	-48.97955486075233
34.3	-49.82706494899052	-70.85191320473699	-70.85218508872566	-50.09505814086928
34.4	-46.12975650650896	-68.68653127421175	-68.68671198078555	-47.04300096744224
34.5	-44.73373687134383	-72.16398682426076	-72.16419010759033	-44.57742918746849
34.6	-44.53378627535259	-71.25431062264803	-71.25448286006386	-43.24653909083982
34.7	-44.48591617484446	-74.37379286687241	-74.37400739777135	-42.44726351831978
